country;geoid;iso;d;cases;deaths;wage;cash;credit;taxcd;export;rate;school;rest;sport;elect;mass;travel;domestic;testing;state;surveillance;Index_Rigidity;Econ_Measures
Denmark;DK;DNK;16-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;17-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;18-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;19-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;20-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;21-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;22-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;23-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;24-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;25-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;26-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;27-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;28-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;29-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;30-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;31-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;01feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;02feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;03feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;04feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;05feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;06feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;07feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;08feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;09feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;10feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;11feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;12feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;13feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;14feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;15feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;16feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;17feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;18feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;19feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;20feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;21feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;22feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;23feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;24feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;25feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;26feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;27feb2020;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;28feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;29feb2020;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;01-mars-20;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;02-mars-20;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;03-mars-20;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;04-mars-20;3;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;05-mars-20;2;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;06-mars-20;10;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;07-mars-20;3;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;08-mars-20;8;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;09-mars-20;7;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;10-mars-20;75;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0
Denmark;DK;DNK;11-mars-20;151;0;0;0;0;0;0;0;0;0;1;;1;0;0;0;0;0;.2222222;0
Denmark;DK;DNK;12-mars-20;252;0;0;0;0;0;0;0;0;0;1;;1;0;0;0;0;0;.2222222;0
Denmark;DK;DNK;13-mars-20;160;0;0;0;0;0;0;0;.5;0;1;;1;1;0;1;1;0;.6111111;0
Denmark;DK;DNK;14-mars-20;128;0;0;0;0;0;0;0;.5;0;1;;1;1;1;1;1;0;.7222222;0
Denmark;DK;DNK;15-mars-20;23;0;0;0;0;0;0;0;.5;0;1;;1;1;1;1;1;0;.7222222;0
Denmark;DK;DNK;16-mars-20;48;1;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;17-mars-20;57;0;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;18-mars-20;92;3;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;19-mars-20;91;0;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;20-mars-20;36;2;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;21-mars-20;104;3;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;22-mars-20;71;4;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;23-mars-20;69;0;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;24-mars-20;65;11;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;25-mars-20;131;8;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;26-mars-20;133;2;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;27-mars-20;153;7;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;28-mars-20;169;11;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;29-mars-20;155;13;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;30-mars-20;194;7;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;31-mars-20;182;5;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;01apr2020;283;13;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;02apr2020;247;14;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;03apr2020;279;19;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;04apr2020;371;16;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;05apr2020;320;22;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;06apr2020;292;18;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;07apr2020;312;8;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;08apr2020;390;16;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;09apr2020;331;15;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;10apr2020;233;19;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;11apr2020;184;10;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;12apr2020;177;13;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;13apr2020;178;13;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Denmark;DK;DNK;14apr2020;144;12;1;0;1;.5;1;0;1;0;1;;1;1;1;1;1;0;.7777778;.5833333
Dominican Republic (the);DO;DOM;31dec2019;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;01-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;02-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;03-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;04-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;05-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;06-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;07-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;08-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;09-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;10-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;11-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;12-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;13-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;14-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;15-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;16-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;17-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;18-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;19-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;20-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;21-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;22-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;23-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;24-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;25-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;26-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;27-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;28-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;29-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;30-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;31-janv-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;01feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;02feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;03feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;04feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;05feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;06feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;07feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;08feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;09feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;10feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;11feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;12feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;13feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;14feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;15feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;16feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;17feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;18feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;19feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;20feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;21feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;22feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;23feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;24feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;25feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;26feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;27feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;28feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;29feb2020;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican_Republic;DO;DOM;01-mars-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican_Republic;DO;DOM;02-mars-20;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;07-mars-20;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;0
Dominican Republic (the);DO;DOM;10-mars-20;3;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;0
Dominican Republic (the);DO;DOM;14-mars-20;6;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;15-mars-20;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0
Dominican Republic (the);DO;DOM;16-mars-20;0;0;0;0;0;0;0;0;0;0;0;;0;.5;0;;0;0;.0625;0
Dominican Republic (the);DO;DOM;17-mars-20;0;0;0;0;0;0;0;0;0;0;0;;0;.5;0;;0;0;.0625;0
Dominican Republic (the);DO;DOM;18-mars-20;0;0;0;0;0;0;0;0;0;0;0;;0;.5;0;;0;0;.0625;0
Dominican Republic (the);DO;DOM;19-mars-20;10;0;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican Republic (the);DO;DOM;20-mars-20;0;0;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican Republic (the);DO;DOM;21-mars-20;13;2;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican Republic (the);DO;DOM;22-mars-20;78;1;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican Republic (the);DO;DOM;23-mars-20;90;0;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican Republic (the);DO;DOM;24-mars-20;43;0;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;25-mars-20;67;3;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;26-mars-20;80;4;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;27-mars-20;96;0;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;28-mars-20;93;10;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;29-mars-20;138;8;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;30-mars-20;140;11;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;31-mars-20;42;3;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;01apr2020;208;9;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;02apr2020;175;6;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;03apr2020;96;3;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;04apr2020;108;8;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;05apr2020;90;9;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;06apr2020;167;5;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;07apr2020;83;4;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;08apr2020;128;12;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;09apr2020;155;10;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;10apr2020;238;10;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;11apr2020;271;8;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;12apr2020;139;9;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;13apr2020;208;38;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Dominican_Republic;DO;DOM;14apr2020;200;4;0;0;0;0;0;0;1;1;1;;1;.5;.5;;1;0;.75;0
Algeria;DZ;DZA;31dec2019;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;01-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;02-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;03-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;04-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;05-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;06-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;07-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;08-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;09-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;10-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;11-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;12-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;13-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;14-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;15-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;16-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;17-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;18-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;19-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;20-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;21-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;22-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;23-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;24-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;25-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;26-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;27-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;28-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;29-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;30-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;31-janv-20;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;01feb2020;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;02feb2020;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;03feb2020;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;04feb2020;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;05feb2020;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;06feb2020;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;07feb2020;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;08feb2020;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;09feb2020;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
Algeria;DZ;DZA;10feb2020;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;.125;0
